Country,Year,Primary,Secondary,Tertiary,Region
,1825,"2,46",0,0,"Middle East and North Africa"
,1830,"3,07",0,0,"Middle East and North Africa"
,1835,"3,81",0,0,"Middle East and North Africa"
,1840,"4,73",0,0,"Middle East and North Africa"
,1845,"5,86",0,0,"Middle East and North Africa"
,1850,"7,23",0,0,"Middle East and North Africa"
,1855,"8,9","0,01",0,"Middle East and North Africa"
,1860,"10,91","0,01",0,"Middle East and North Africa"
,1865,"13,31","0,01",0,"Middle East and North Africa"
,1870,"16,13","0,02",0,"Middle East and North Africa"
,1875,"19,43","0,02",0,"Middle East and North Africa"
,1880,"23,21","0,03",0,"Middle East and North Africa"
,1885,"27,49","0,04",0,"Middle East and North Africa"
,1890,"32,22","0,06",0,"Middle East and North Africa"
,1895,"41,95","0,09",0,"Middle East and North Africa"
,1900,"51,67","0,12",0,"Middle East and North Africa"
,1905,"61,4","0,17",0,"Middle East and North Africa"
,1910,"71,13","0,24",0,"Middle East and North Africa"
,1915,"74,74","0,33",0,"Middle East and North Africa"
,1920,"78,35","0,47","0,01","Middle East and North Africa"
,1925,"81,96","0,65","0,01","Middle East and North Africa"
,1930,"85,56","0,92","0,01","Middle East and North Africa"
,1935,"89,17","1,28","0,01","Middle East and North Africa"
,1940,"92,78","1,79","0,02","Middle East and North Africa"
,1945,"96,39","2,5","0,03","Middle East and North Africa"
,1950,100,"3,47","0,29","Middle East and North Africa"
,1955,100,"6,41","0,68","Middle East and North Africa"
,1960,78,16,"1,67","Middle East and North Africa"
,1965,81,21,"3,39","Middle East and North Africa"
,1970,88,48,"3,7","Middle East and North Africa"
,1975,82,67,"2,5","Middle East and North Africa"
,1980,83,59,"1,3","Middle East and North Africa"
,1985,88,69,"3,9","Middle East and North Africa"
,1990,96,80,"11,7","Middle East and North Africa"
,1995,99,"84,28","21,7","Middle East and North Africa"
,2000,"94,47","79,39",22,"Middle East and North Africa"
,2005,"93,92","94,93",35,"Middle East and North Africa"
,2010,"95,18",97,42,"Middle East and North Africa"
,,,,,
,,,,,
,,,,,
,,,,,
Morocco,1820,"0,01",0,0,"Middle East and North Africa"
,1825,"0,01",0,0,"Middle East and North Africa"
,1830,"0,01",0,0,"Middle East and North Africa"
,1835,"0,01",0,0,"Middle East and North Africa"
,1840,"0,01",0,0,"Middle East and North Africa"
,1845,"0,01",0,0,"Middle East and North Africa"
,1850,"0,02",0,0,"Middle East and North Africa"
,1855,"0,02",0,0,"Middle East and North Africa"
,1860,"0,03",0,0,"Middle East and North Africa"
,1865,"0,04",0,0,"Middle East and North Africa"
,1870,"0,06",0,0,"Middle East and North Africa"
,1875,"0,07",0,0,"Middle East and North Africa"
,1880,"0,1",0,0,"Middle East and North Africa"
,1885,"0,14",0,0,"Middle East and North Africa"
,1890,"0,18",0,0,"Middle East and North Africa"
,1895,"0,25",0,0,"Middle East and North Africa"
,1900,"0,34",0,0,"Middle East and North Africa"
,1905,"0,45",0,0,"Middle East and North Africa"
,1910,"0,61",0,0,"Middle East and North Africa"
,1915,"0,82","0,01",0,"Middle East and North Africa"
,1920,"1,26","0,02",0,"Middle East and North Africa"
,1925,"1,74","0,04",0,"Middle East and North Africa"
,1930,"2,95","0,08",0,"Middle East and North Africa"
,1935,"3,87","0,13",0,"Middle East and North Africa"
,1940,"5,07","0,2",0,"Middle East and North Africa"
,1945,"6,62","0,39",0,"Middle East and North Africa"
,1950,"8,61","0,47",0,"Middle East and North Africa"
,1955,"16,76","1,15","0,05","Middle East and North Africa"
,1960,"21,32","4,08","0,95","Middle East and North Africa"
,1965,"25,88",7,"1,86","Middle East and North Africa"
,1970,"30,44","8,5","2,77","Middle East and North Africa"
,1975,35,10,"3,68","Middle East and North Africa"
,1980,45,15,"4,59","Middle East and North Africa"
,1985,50,20,"5,5","Middle East and North Africa"
,1990,46,24,"7,9","Middle East and North Africa"
,1995,"60,35","27,39","9,4","Middle East and North Africa"
,2000,"75,2","28,73",8,"Middle East and North Africa"
,2005,"88,72","42,89",10,"Middle East and North Africa"
,2010,"98,59","54,39",13,"Middle East and North Africa"
,,,,,
,,,,,
,,,,,
,,,,,
Syria,1820,"0,01",0,0,"Middle East and North Africa"
,1825,"0,02",0,0,"Middle East and North Africa"
,1830,"0,02",0,0,"Middle East and North Africa"
,1835,"0,03",0,0,"Middle East and North Africa"
,1840,"0,04",0,0,"Middle East and North Africa"
,1845,"0,06",0,0,"Middle East and North Africa"
,1850,"0,08","0,01",0,"Middle East and North Africa"
,1855,"0,11","0,01",0,"Middle East and North Africa"
,1860,"0,15","0,01",0,"Middle East and North Africa"
,1865,"0,21","0,01",0,"Middle East and North Africa"
,1870,"0,29","0,02",0,"Middle East and North Africa"
,1875,"0,39","0,03",0,"Middle East and North Africa"
,1880,"0,54","0,04",0,"Middle East and North Africa"
,1885,"0,74","0,05",0,"Middle East and North Africa"
,1890,"1,02","0,06",0,"Middle East and North Africa"
,1895,"1,39","0,09",0,"Middle East and North Africa"
,1900,"1,91","0,12",0,"Middle East and North Africa"
,1905,"2,6","0,16",0,"Middle East and North Africa"
,1910,"3,55","0,22",0,"Middle East and North Africa"
,1915,"4,82","0,29",0,"Middle East and North Africa"
,1920,"6,51","0,39",0,"Middle East and North Africa"
,1925,"8,74","0,53","0,01","Middle East and North Africa"
,1930,"11,65","0,71","0,01","Middle East and North Africa"
,1935,"15,36","0,96","0,02","Middle East and North Africa"
,1940,"19,99","1,29","0,01","Middle East and North Africa"
,1945,"25,6","1,73","0,02","Middle East and North Africa"
,1950,"32,15","2,32","0,18","Middle East and North Africa"
,1955,"33,41","3,4","0,28","Middle East and North Africa"
,1960,"34,5","5,83","1,32","Middle East and North Africa"
,1965,46,10,"2,72","Middle East and North Africa"
,1970,54,17,"3,7","Middle East and North Africa"
,1975,72,25,"6,3","Middle East and North Africa"
,1980,81,31,"10,7","Middle East and North Africa"
,1985,91,43,"12,3","Middle East and North Africa"
,1990,93,39,"14,5","Middle East and North Africa"
,1995,"88,35",34,"14,3","Middle East and North Africa"
,2000,"96,83","37,83",11,"Middle East and North Africa"
,2005,100,"65,52",17,"Middle East and North Africa"
,2010,100,"68,13",24,"Middle East and North Africa"
,,,,,
,,,,,
,,,,,
,,,,,
Tunisia,1820,0,0,0,"Middle East and North Africa"
,1825,0,0,0,"Middle East and North Africa"
,1830,"0,01",0,0,"Middle East and North Africa"
,1835,"0,01",0,0,"Middle East and North Africa"
,1840,"0,01",0,0,"Middle East and North Africa"
,1845,"0,02",0,0,"Middle East and North Africa"
,1850,"0,02",0,0,"Middle East and North Africa"
,1855,"0,03",0,0,"Middle East and North Africa"
,1860,"0,04",0,0,"Middle East and North Africa"
,1865,"0,06",0,0,"Middle East and North Africa"
,1870,"0,08",0,0,"Middle East and North Africa"
,1875,"0,11",0,0,"Middle East and North Africa"
,1880,"0,15",0,0,"Middle East and North Africa"
,1885,"0,21",0,0,"Middle East and North Africa"
,1890,"0,28",0,0,"Middle East and North Africa"
,1895,"0,39",0,0,"Middle East and North Africa"
,1900,"0,54","0,01",0,"Middle East and North Africa"
,1905,"0,74","0,02",0,"Middle East and North Africa"
,1910,"1,02","0,03",0,"Middle East and North Africa"
,1915,"1,4","0,07",0,"Middle East and North Africa"
,1920,"1,91","0,12","0,01","Middle East and North Africa"
,1925,"2,62","0,21","0,01","Middle East and North Africa"
,1930,"3,58","0,35","0,01","Middle East and North Africa"
,1935,"4,86","0,4","0,02","Middle East and North Africa"
,1940,"6,58","0,52","0,03","Middle East and North Africa"
,1945,"8,85","0,9","0,05","Middle East and North Africa"
,1950,"11,81","2,2","0,08","Middle East and North Africa"
,1955,"18,68","2,77","0,11","Middle East and North Africa"
,1960,"33,33","4,8","0,32","Middle East and North Africa"
,1965,"50,38","7,2","0,67","Middle East and North Africa"
,1970,62,"10,4","1,16","Middle East and North Africa"
,1975,"62,58",12,"2,1","Middle East and North Africa"
,1980,73,17,"3,2","Middle East and North Africa"
,1985,89,26,4,"Middle East and North Africa"
,1990,91,40,"6,7","Middle East and North Africa"
,1995,"89,6","49,56","11,5","Middle East and North Africa"
,2000,"96,79","63,14",17,"Middle East and North Africa"
,2005,100,"74,06",35,"Middle East and North Africa"
,2010,100,"77,84",43,"Middle East and North Africa"
,,,,,
,,,,,
,,,,,
,,,,,
Yemen,1820,0,0,0,"Middle East and North Africa"
,1825,0,0,0,"Middle East and North Africa"
,1830,0,0,0,"Middle East and North Africa"
,1835,0,0,0,"Middle East and North Africa"
,1840,0,0,0,"Middle East and North Africa"
,1845,0,0,0,"Middle East and North Africa"
,1850,0,0,0,"Middle East and North Africa"
,1855,0,0,0,"Middle East and North Africa"
,1860,0,0,0,"Middle East and North Africa"
,1865,0,0,0,"Middle East and North Africa"
,1870,0,0,0,"Middle East and North Africa"
,1875,0,0,0,"Middle East and North Africa"
,1880,0,0,0,"Middle East and North Africa"
,1885,0,0,0,"Middle East and North Africa"
,1890,0,0,0,"Middle East and North Africa"
,1895,0,0,0,"Middle East and North Africa"
,1900,0,0,0,"Middle East and North Africa"
,1905,0,0,0,"Middle East and North Africa"
,1910,0,0,0,"Middle East and North Africa"
,1915,0,0,0,"Middle East and North Africa"
,1920,0,0,0,"Middle East and North Africa"
,1925,0,0,0,"Middle East and North Africa"
,1930,0,0,0,"Middle East and North Africa"
,1935,0,0,0,"Middle East and North Africa"
,1940,0,0,0,"Middle East and North Africa"
,1945,0,0,0,"Middle East and North Africa"
,1950,0,0,0,"Middle East and North Africa"
,1955,0,0,0,"Middle East and North Africa"
,1960,"0,23",0,0,"Middle East and North Africa"
,1965,"0,75",0,0,"Middle East and North Africa"
,1970,"1,5","0,1",0,"Middle East and North Africa"
,1975,"5,25",1,"0,1","Middle East and North Africa"
,1980,9,1,"0,2","Middle East and North Africa"
,1985,"24,75",3,"0,4","Middle East and North Africa"
,1990,"27,75",10,2,"Middle East and North Africa"
,1995,30,14,"1,1","Middle East and North Africa"
,2000,"47,49","20,55",5,"Middle East and North Africa"
,2005,"72,71","45,1",5,"Middle East and North Africa"
,2010,"78,23","41,5",7,"Middle East and North Africa"
,,,,,
,,,,,
,,,,,
,,,,,
Benin,1820,"0,01",0,0,"Sub-Saharan Africa"
,1825,"0,01",0,0,"Sub-Saharan Africa"
,1830,"0,01",0,0,"Sub-Saharan Africa"
,1835,"0,01",0,0,"Sub-Saharan Africa"
,1840,"0,02",0,0,"Sub-Saharan Africa"
,1845,"0,02",0,0,"Sub-Saharan Africa"
,1850,"0,03",0,0,"Sub-Saharan Africa"
,1855,"0,04",0,0,"Sub-Saharan Africa"
,1860,"0,05","0,01",0,"Sub-Saharan Africa"
,1865,"0,07","0,01",0,"Sub-Saharan Africa"
,1870,"0,09","0,01",0,"Sub-Saharan Africa"
,1875,"0,12","0,01",0,"Sub-Saharan Africa"
,1880,"0,15","0,01",0,"Sub-Saharan Africa"
,1885,"0,2","0,02",0,"Sub-Saharan Africa"
,1890,"0,26","0,02",0,"Sub-Saharan Africa"
,1895,"0,34","0,03",0,"Sub-Saharan Africa"
,1900,"0,44","0,04",0,"Sub-Saharan Africa"
,1905,"0,58","0,05",0,"Sub-Saharan Africa"
,1910,"0,75","0,07",0,"Sub-Saharan Africa"
,1915,"0,98","0,09",0,"Sub-Saharan Africa"
,1920,"1,27","0,12",0,"Sub-Saharan Africa"
,1925,"1,65","0,16",0,"Sub-Saharan Africa"
,1930,"2,14","0,21",0,"Sub-Saharan Africa"
,1935,"2,78","0,27",0,"Sub-Saharan Africa"
,1940,"3,59","0,35",0,"Sub-Saharan Africa"
,1945,"4,63","0,45",0,"Sub-Saharan Africa"
,1950,"5,95","0,59",0,"Sub-Saharan Africa"
,1955,"7,62","0,77",0,"Sub-Saharan Africa"
,1960,"11,43",1,0,"Sub-Saharan Africa"
,1965,16,2,0,"Sub-Saharan Africa"
,1970,"19,77","2,4",0,"Sub-Saharan Africa"
,1975,"26,09",4,"0,2","Sub-Saharan Africa"
,1980,"30,84","6,4","0,7","Sub-Saharan Africa"
,1985,34,8,"0,7","Sub-Saharan Africa"
,1990,31,"5,6","0,7","Sub-Saharan Africa"
,1995,"38,48","6,9","0,9","Sub-Saharan Africa"
,2000,"52,12","10,23",1,"Sub-Saharan Africa"
,2005,"71,46","26,67","3,5","Sub-Saharan Africa"
,2010,"94,48","36,85",6,"Sub-Saharan Africa"
,,,,,
,,,,,
,,,,,
,,,,,
Cameroon,1820,"0,02",0,0,"Sub-Saharan Africa"
,1825,"0,03",0,0,"Sub-Saharan Africa"
,1830,"0,03",0,0,"Sub-Saharan Africa"
,1835,"0,04",0,0,"Sub-Saharan Africa"
,1840,"0,06",0,0,"Sub-Saharan Africa"
,1845,"0,08",0,0,"Sub-Saharan Africa"
,1850,"0,1",0,0,"Sub-Saharan Africa"
,1855,"0,13",0,0,"Sub-Saharan Africa"
,1860,"0,17",0,0,"Sub-Saharan Africa"
,1865,"0,22",0,0,"Sub-Saharan Africa"
,1870,"0,29",0,0,"Sub-Saharan Africa"
,1875,"0,38",0,0,"Sub-Saharan Africa"
,1880,"0,5",0,0,"Sub-Saharan Africa"
,1885,"0,66",0,0,"Sub-Saharan Africa"
,1890,"0,86",0,0,"Sub-Saharan Africa"
,1895,"1,12",0,0,"Sub-Saharan Africa"
,1900,"0,93",0,0,"Sub-Saharan Africa"
,1905,"1,91",0,0,"Sub-Saharan Africa"
,1910,"2,49",0,0,"Sub-Saharan Africa"
,1915,"2,4",0,0,"Sub-Saharan Africa"
,1920,"2,44",0,0,"Sub-Saharan Africa"
,1925,"3,14",0,0,"Sub-Saharan Africa"
,1930,"3,84",0,0,"Sub-Saharan Africa"
,1935,"8,95",0,0,"Sub-Saharan Africa"
,1940,"11,41",0,0,"Sub-Saharan Africa"
,1945,"14,44","0,05",0,"Sub-Saharan Africa"
,1950,"18,11","0,14",0,"Sub-Saharan Africa"
,1955,"22,48","0,58",0,"Sub-Saharan Africa"
,1960,"30,96",1,0,"Sub-Saharan Africa"
,1965,54,2,"0,02","Sub-Saharan Africa"
,1970,55,4,"0,08","Sub-Saharan Africa"
,1975,63,7,"0,4","Sub-Saharan Africa"
,1980,"69,3",11,"0,5","Sub-Saharan Africa"
,1985,"73,53","15,23","0,4","Sub-Saharan Africa"
,1990,71,"19,46",0,"Sub-Saharan Africa"
,1995,"59,64","19,58","0,5","Sub-Saharan Africa"
,2000,"56,62","20,72",4,"Sub-Saharan Africa"
,2005,"67,55","23,31",5,"Sub-Saharan Africa"
,2010,"85,57","32,42",10,"Sub-Saharan Africa"
,,,,,
,,,,,
,,,,,
,,,,,
"Congo, D.R.",1820,0,0,0,"Sub-Saharan Africa"
,1825,0,0,0,"Sub-Saharan Africa"
,1830,0,0,0,"Sub-Saharan Africa"
,1835,0,0,0,"Sub-Saharan Africa"
,1840,0,0,0,"Sub-Saharan Africa"
,1845,0,0,0,"Sub-Saharan Africa"
,1850,0,0,0,"Sub-Saharan Africa"
,1855,0,0,0,"Sub-Saharan Africa"
,1860,0,0,0,"Sub-Saharan Africa"
,1865,0,0,0,"Sub-Saharan Africa"
,1870,0,0,0,"Sub-Saharan Africa"
,1875,0,0,0,"Sub-Saharan Africa"
,1880,0,0,0,"Sub-Saharan Africa"
,1885,0,0,0,"Sub-Saharan Africa"
,1890,0,0,0,"Sub-Saharan Africa"
,1895,"0,01",0,0,"Sub-Saharan Africa"
,1900,"0,03",0,0,"Sub-Saharan Africa"
,1905,"0,06",0,0,"Sub-Saharan Africa"
,1910,"0,11",0,0,"Sub-Saharan Africa"
,1915,"0,18",0,0,"Sub-Saharan Africa"
,1920,"0,3",0,0,"Sub-Saharan Africa"
,1925,"0,49",0,0,"Sub-Saharan Africa"
,1930,"0,77",0,0,"Sub-Saharan Africa"
,1935,"1,19",0,0,"Sub-Saharan Africa"
,1940,"1,82",0,0,"Sub-Saharan Africa"
,1945,"2,76",0,0,"Sub-Saharan Africa"
,1950,"4,11","0,15",0,"Sub-Saharan Africa"
,1955,"4,39","0,23",0,"Sub-Saharan Africa"
,1960,"28,79","0,89",0,"Sub-Saharan Africa"
,1965,"43,94","1,78","0,02","Sub-Saharan Africa"
,1970,50,"3,56","0,1","Sub-Saharan Africa"
,1975,"54,55","7,12","0,19","Sub-Saharan Africa"
,1980,"62,12","16,91","0,5","Sub-Saharan Africa"
,1985,"53,03","12,46","0,2","Sub-Saharan Africa"
,1990,47,"13,35","0,5","Sub-Saharan Africa"
,1995,50,"14,02","0,8","Sub-Saharan Africa"
,2000,"44,05","20,35","1,4","Sub-Saharan Africa"
,2005,"70,24","26,67",2,"Sub-Saharan Africa"
,2010,"81,45",33,3,"Sub-Saharan Africa"
,,,,,
,,,,,
,,,,,
,,,,,
"Cote dIvoire",1820,"0,02",0,0,"Sub-Saharan Africa"
,1825,"0,02",0,0,"Sub-Saharan Africa"
,1830,"0,03",0,0,"Sub-Saharan Africa"
,1835,"0,03",0,0,"Sub-Saharan Africa"
,1840,"0,04",0,0,"Sub-Saharan Africa"
,1845,"0,06",0,0,"Sub-Saharan Africa"
,1850,"0,07",0,0,"Sub-Saharan Africa"
,1855,"0,1",0,0,"Sub-Saharan Africa"
,1860,"0,12",0,0,"Sub-Saharan Africa"
,1865,"0,16",0,0,"Sub-Saharan Africa"
,1870,"0,21",0,0,"Sub-Saharan Africa"
,1875,"0,27",0,0,"Sub-Saharan Africa"
,1880,"0,35",0,0,"Sub-Saharan Africa"
,1885,"0,45",0,0,"Sub-Saharan Africa"
,1890,"0,58",0,0,"Sub-Saharan Africa"
,1895,"0,75",0,0,"Sub-Saharan Africa"
,1900,"0,96",0,0,"Sub-Saharan Africa"
,1905,"1,24",0,0,"Sub-Saharan Africa"
,1910,"1,59",0,0,"Sub-Saharan Africa"
,1915,"2,04",0,0,"Sub-Saharan Africa"
,1920,"2,61",0,0,"Sub-Saharan Africa"
,1925,"3,33",0,0,"Sub-Saharan Africa"
,1930,"4,25","0,01",0,"Sub-Saharan Africa"
,1935,"5,4","0,02",0,"Sub-Saharan Africa"
,1940,"6,85","0,05",0,"Sub-Saharan Africa"
,1945,"8,64","0,08",0,"Sub-Saharan Africa"
,1950,"10,86","0,14",0,"Sub-Saharan Africa"
,1955,"13,56","0,22",0,"Sub-Saharan Africa"
,1960,"16,8","0,33","0,06","Sub-Saharan Africa"
,1965,"20,64","0,5","0,15","Sub-Saharan Africa"
,1970,"25,1","2,6","0,27","Sub-Saharan Africa"
,1975,"30,15","4,7","0,45","Sub-Saharan Africa"
,1980,"35,74","6,81","0,68","Sub-Saharan Africa"
,1985,"41,76","8,91",1,"Sub-Saharan Africa"
,1990,"44,08","13,2","1,55","Sub-Saharan Africa"
,1995,"44,08","13,2","2,1","Sub-Saharan Africa"
,2000,"49,36","14,28",4,"Sub-Saharan Africa"
,2005,"50,36","17,94",6,"Sub-Saharan Africa"
,2010,"58,54","22,3",6,"Sub-Saharan Africa"
,,,,,
,,,,,
,,,,,
,,,,,
Gambia,1820,0,0,0,"Sub-Saharan Africa"
,1825,0,0,0,"Sub-Saharan Africa"
,1830,0,0,0,"Sub-Saharan Africa"
,1835,0,0,0,"Sub-Saharan Africa"
,1840,0,0,0,"Sub-Saharan Africa"
,1845,"0,01",0,0,"Sub-Saharan Africa"
,1850,"0,01",0,0,"Sub-Saharan Africa"
,1855,"0,01",0,0,"Sub-Saharan Africa"
,1860,"0,01",0,0,"Sub-Saharan Africa"
,1865,"0,02",0,0,"Sub-Saharan Africa"
,1870,"0,02",0,0,"Sub-Saharan Africa"
,1875,"0,03",0,0,"Sub-Saharan Africa"
,1880,"0,04",0,0,"Sub-Saharan Africa"
,1885,"0,05",0,0,"Sub-Saharan Africa"
,1890,"0,06",0,0,"Sub-Saharan Africa"
,1895,"0,08",0,0,"Sub-Saharan Africa"
,1900,"0,11",0,0,"Sub-Saharan Africa"
,1905,"0,14",0,0,"Sub-Saharan Africa"
,1910,"0,19",0,0,"Sub-Saharan Africa"
,1915,"0,25",0,0,"Sub-Saharan Africa"
,1920,"0,33",0,0,"Sub-Saharan Africa"
,1925,"0,43",0,0,"Sub-Saharan Africa"
,1930,"0,56",0,0,"Sub-Saharan Africa"
,1935,"0,74",0,0,"Sub-Saharan Africa"
,1940,"0,98",0,0,"Sub-Saharan Africa"
,1945,"1,28",0,0,"Sub-Saharan Africa"
,1950,"1,68","0,77",0,"Sub-Saharan Africa"
,1955,"4,89","0,63",0,"Sub-Saharan Africa"
,1960,7,2,0,"Sub-Saharan Africa"
,1965,11,3,0,"Sub-Saharan Africa"
,1970,13,4,0,"Sub-Saharan Africa"
,1975,13,3,0,"Sub-Saharan Africa"
,1980,35,"6,4",0,"Sub-Saharan Africa"
,1985,53,10,0,"Sub-Saharan Africa"
,1990,43,11,0,"Sub-Saharan Africa"
,1995,"54,94","18,62","1,2","Sub-Saharan Africa"
,2000,"76,9","26,51",0,"Sub-Saharan Africa"
,2005,"85,87","38,9",0,"Sub-Saharan Africa"
,2010,"83,36","54,9",0,"Sub-Saharan Africa"
,,,,,
,,,,,
,,,,,
,,,,,
Ghana,1820,"0,01",0,0,"Sub-Saharan Africa"
,1825,"0,01",0,0,"Sub-Saharan Africa"
,1830,"0,02",0,0,"Sub-Saharan Africa"
,1835,"0,02",0,0,"Sub-Saharan Africa"
,1840,"0,03",0,0,"Sub-Saharan Africa"
,1845,"0,04",0,0,"Sub-Saharan Africa"
,1850,"0,05",0,0,"Sub-Saharan Africa"
,1855,"0,06",0,0,"Sub-Saharan Africa"
,1860,"0,08",0,0,"Sub-Saharan Africa"
,1865,"0,11",0,0,"Sub-Saharan Africa"
,1870,"0,15",0,0,"Sub-Saharan Africa"
,1875,"0,2",0,0,"Sub-Saharan Africa"
,1880,"0,26",0,0,"Sub-Saharan Africa"
,1885,"0,35",0,0,"Sub-Saharan Africa"
,1890,"0,46",0,0,"Sub-Saharan Africa"
,1895,"0,61",0,0,"Sub-Saharan Africa"
,1900,"0,8",0,0,"Sub-Saharan Africa"
,1905,"1,06",0,0,"Sub-Saharan Africa"
,1910,"1,4","0,01",0,"Sub-Saharan Africa"
,1915,"1,85","0,01",0,"Sub-Saharan Africa"
,1920,"2,44","0,02",0,"Sub-Saharan Africa"
,1925,"3,22","0,02",0,"Sub-Saharan Africa"
,1930,"4,22","0,03",0,"Sub-Saharan Africa"
,1935,"5,53","0,04",0,"Sub-Saharan Africa"
,1940,"7,21","0,57",0,"Sub-Saharan Africa"
,1945,"9,34","0,85",0,"Sub-Saharan Africa"
,1950,"12,03","1,25",0,"Sub-Saharan Africa"
,1955,"27,03","2,71","0,02","Sub-Saharan Africa"
,1960,25,1,"0,05","Sub-Saharan Africa"
,1965,"56,25","2,25","0,16","Sub-Saharan Africa"
,1970,"37,5",2,"0,2","Sub-Saharan Africa"
,1975,"42,36","6,75","0,3","Sub-Saharan Africa"
,1980,"44,44",7,"0,7","Sub-Saharan Africa"
,1985,"43,75","2,75","0,6","Sub-Saharan Africa"
,1990,"47,92","7,25","0,6","Sub-Saharan Africa"
,1995,"47,92","7,61","0,8","Sub-Saharan Africa"
,2000,"78,98","35,97",1,"Sub-Saharan Africa"
,2005,"83,95","46,06",4,"Sub-Saharan Africa"
,2010,100,"56,75",7,"Sub-Saharan Africa"
,,,,,
,,,,,
,,,,,
,,,,,
Kenya,1820,"0,01",0,0,"Sub-Saharan Africa"
,1825,"0,01",0,0,"Sub-Saharan Africa"
,1830,"0,01",0,0,"Sub-Saharan Africa"
,1835,"0,02",0,0,"Sub-Saharan Africa"
,1840,"0,03",0,0,"Sub-Saharan Africa"
,1845,"0,04",0,0,"Sub-Saharan Africa"
,1850,"0,05",0,0,"Sub-Saharan Africa"
,1855,"0,07",0,0,"Sub-Saharan Africa"
,1860,"0,09",0,0,"Sub-Saharan Africa"
,1865,"0,12",0,0,"Sub-Saharan Africa"
,1870,"0,16",0,0,"Sub-Saharan Africa"
,1875,"0,22",0,0,"Sub-Saharan Africa"
,1880,"0,31",0,0,"Sub-Saharan Africa"
,1885,"0,42",0,0,"Sub-Saharan Africa"
,1890,"0,56",0,0,"Sub-Saharan Africa"
,1895,"0,77",0,0,"Sub-Saharan Africa"
,1900,"1,04",0,0,"Sub-Saharan Africa"
,1905,"1,41",0,0,"Sub-Saharan Africa"
,1910,"1,91",0,0,"Sub-Saharan Africa"
,1915,"2,59",0,0,"Sub-Saharan Africa"
,1920,"3,49",0,0,"Sub-Saharan Africa"
,1925,"4,7",0,0,"Sub-Saharan Africa"
,1930,"6,29",0,0,"Sub-Saharan Africa"
,1935,"8,38","0,04",0,"Sub-Saharan Africa"
,1940,"11,07","0,05",0,"Sub-Saharan Africa"
,1945,"14,5","0,07",0,"Sub-Saharan Africa"
,1950,"18,77","0,68",0,"Sub-Saharan Africa"
,1955,"19,13","0,64",0,"Sub-Saharan Africa"
,1960,"26,04","2,67","0,04","Sub-Saharan Africa"
,1965,"34,73","2,67","0,08","Sub-Saharan Africa"
,1970,"43,41","5,33","0,23","Sub-Saharan Africa"
,1975,79,8,"0,32","Sub-Saharan Africa"
,1980,84,"13,33","0,4","Sub-Saharan Africa"
,1985,"81,45","14,22","0,7","Sub-Saharan Africa"
,1990,"78,91","22,22","0,9","Sub-Saharan Africa"
,1995,"73,95","21,78","1,2","Sub-Saharan Africa"
,2000,"89,65",33,2,"Sub-Saharan Africa"
,2005,"99,09",41,2,"Sub-Saharan Africa"
,2010,100,48,3,"Sub-Saharan Africa"
,,,,,
,,,,,
,,,,,
,,,,,
Lesotho,1820,0,0,0,"Sub-Saharan Africa"
,1825,0,0,0,"Sub-Saharan Africa"
,1830,0,0,0,"Sub-Saharan Africa"
,1835,"0,01",0,0,"Sub-Saharan Africa"
,1840,"0,02",0,0,"Sub-Saharan Africa"
,1845,"0,03",0,0,"Sub-Saharan Africa"
,1850,"0,05",0,0,"Sub-Saharan Africa"
,1855,"0,08",0,0,"Sub-Saharan Africa"
,1860,"0,13",0,0,"Sub-Saharan Africa"
,1865,"0,2",0,0,"Sub-Saharan Africa"
,1870,"0,31",0,0,"Sub-Saharan Africa"
,1875,"0,48",0,0,"Sub-Saharan Africa"
,1880,"0,72",0,0,"Sub-Saharan Africa"
,1885,"1,09",0,0,"Sub-Saharan Africa"
,1890,"1,62",0,0,"Sub-Saharan Africa"
,1895,"2,4",0,0,"Sub-Saharan Africa"
,1900,"3,52",0,0,"Sub-Saharan Africa"
,1905,"5,12",0,0,"Sub-Saharan Africa"
,1910,"7,37",0,0,"Sub-Saharan Africa"
,1915,"10,46",0,0,"Sub-Saharan Africa"
,1920,"14,6",0,0,"Sub-Saharan Africa"
,1925,"19,99",0,0,"Sub-Saharan Africa"
,1930,"26,7",0,0,"Sub-Saharan Africa"
,1935,"39,42",0,0,"Sub-Saharan Africa"
,1940,"52,14",0,0,"Sub-Saharan Africa"
,1945,"64,86",0,0,"Sub-Saharan Africa"
,1950,"77,58","0,85","0,02","Sub-Saharan Africa"
,1955,"79,17","1,46","0,05","Sub-Saharan Africa"
,1960,"75,89",3,"0,09","Sub-Saharan Africa"
,1965,84,3,"0,12","Sub-Saharan Africa"
,1970,84,6,"0,3","Sub-Saharan Africa"
,1975,79,"12,43","0,5","Sub-Saharan Africa"
,1980,78,16,"2,2","Sub-Saharan Africa"
,1985,82,17,"1,3","Sub-Saharan Africa"
,1990,77,"19,62","1,5","Sub-Saharan Africa"
,1995,"82,68","32,9","2,6","Sub-Saharan Africa"
,2000,100,"34,68",3,"Sub-Saharan Africa"
,2005,"97,13","35,63",4,"Sub-Saharan Africa"
,2010,"90,98","43,28",13,"Sub-Saharan Africa"
,,,,,
,,,,,
,,,,,
,,,,,
Liberia,1820,"0,01",0,0,"Sub-Saharan Africa"
,1825,"0,01",0,0,"Sub-Saharan Africa"
,1830,"0,01",0,0,"Sub-Saharan Africa"
